date,county,state,vehicle_primary_use,battery_electric_vehicles_bevs_,plug_in_hybrid_electric_vehicles_phevs_,electric_vehicle_ev_total,non_electric_vehicles,total_vehicles,percent_electric_vehicles
2020-06-30T00:00:00.000,Juneau,AK,Passenger,0,2,2,28,30,6.666666666666666666666666667
2020-06-30T00:00:00.000,Lee,FL,Passenger,1,0,1,45,46,2.173913043478260869565217391
2020-06-30T00:00:00.000,Maui,HI,Passenger,1,0,1,31,32,3.12500
2020-06-30T00:00:00.000,Middlesex,MA,Passenger,1,1,2,99,101,1.980198019801980198019801980
2020-05-31T00:00:00.000,Jones,GA,Passenger,1,0,1,1,2,50.0
2020-05-31T00:00:00.000,Kern,CA,Passenger,0,1,1,226,227,0.4405286343612334801762114537
2020-05-31T00:00:00.000,Kitsap,WA,Passenger,1313,678,1991,179673,181664,1.095979390523163642769068170
2020-05-31T00:00:00.000,Klickitat,WA,Truck,0,0,0,8121,8121,0
2020-05-31T00:00:00.000,Manassas,VA,Passenger,0,1,1,4,5,20.0
2020-04-30T00:00:00.000,Sedgwick,KS,Passenger,1,1,2,90,92,2.173913043478260869565217391
2020-04-30T00:00:00.000,Skagit,WA,Passenger,397,215,612,91487,92099,0.6645023290155159122248884353
2020-04-30T00:00:00.000,St. Mary's,MD,Passenger,1,0,1,216,217,0.4608294930875576036866359447
2020-04-30T00:00:00.000,Thurston,WA,Passenger,1142,729,1871,197530,199401,0.9383102391663030777177647053
2020-04-30T00:00:00.000,Washington,OR,Passenger,1,0,1,435,436,0.2293577981651376146788990826
2020-03-31T00:00:00.000,Whatcom,WA,Truck,3,0,3,43031,43034,0.006971232049077473625505414324
2020-03-31T00:00:00.000,Yakima,WA,Truck,0,0,0,59604,59604,0
2020-04-30T00:00:00.000,Asotin,WA,Passenger,16,12,28,12446,12474,0.2244668911335578002244668911
2020-04-30T00:00:00.000,Boone,MO,Passenger,0,1,1,13,14,7.142857142857142857142857143
2020-04-30T00:00:00.000,Broward,FL,Passenger,3,1,4,112,116,3.448275862068965517241379310
2020-04-30T00:00:00.000,Camden,NJ,Passenger,0,2,2,21,23,8.695652173913043478260869565
2020-07-31T00:00:00.000,Middlesex,MA,Passenger,1,1,2,96,98,2.040816326530612244897959184
2020-07-31T00:00:00.000,Monroe,IL,Passenger,1,0,1,4,5,20.0
2020-07-31T00:00:00.000,Montgomery,OH,Passenger,0,1,1,47,48,2.083333333333333333333333333
2020-07-31T00:00:00.000,Moore,NC,Passenger,0,2,2,158,160,1.2500
2020-07-31T00:00:00.000,Okaloosa,FL,Passenger,0,1,1,138,139,0.7194244604316546762589928058
2020-07-31T00:00:00.000,Pima,AZ,Passenger,3,1,4,338,342,1.169590643274853801169590643
2020-07-31T00:00:00.000,Pinellas,FL,Passenger,1,1,2,106,108,1.851851851851851851851851852
2020-07-31T00:00:00.000,Polk,FL,Passenger,1,0,1,65,66,1.515151515151515151515151515
2020-03-31T00:00:00.000,Grant,WA,Passenger,58,71,129,65497,65626,0.1965684332429220126169505988
2020-03-31T00:00:00.000,Grant,WA,Truck,0,0,0,27058,27058,0
2020-03-31T00:00:00.000,Grays Harbor,WA,Truck,0,0,0,20785,20785,0
2020-03-31T00:00:00.000,Juneau,AK,Passenger,0,2,2,31,33,6.060606060606060606060606061
2020-03-31T00:00:00.000,Lee,FL,Passenger,1,0,1,47,48,2.083333333333333333333333333
2020-04-30T00:00:00.000,Howard,MD,Passenger,0,1,1,71,72,1.388888888888888888888888889
2020-04-30T00:00:00.000,Kern,CA,Passenger,0,1,1,226,227,0.4405286343612334801762114537
2020-04-30T00:00:00.000,Kitsap,WA,Passenger,1313,676,1989,180585,182574,1.089421275756679483387557922
2020-04-30T00:00:00.000,Kittitas,WA,Passenger,101,49,150,29860,30010,0.4998333888703765411529490170
2020-04-30T00:00:00.000,Kittitas,WA,Truck,0,0,0,14590,14590,0
2020-04-30T00:00:00.000,Klamath,OR,Passenger,1,0,1,31,32,3.12500
2020-04-30T00:00:00.000,Larimer,CO,Passenger,1,0,1,52,53,1.886792452830188679245283019
2020-04-30T00:00:00.000,Lincoln,WA,Passenger,4,12,16,7682,7698,0.2078461938165757339568719148
2020-04-30T00:00:00.000,Loudoun,VA,Passenger,1,0,1,89,90,1.111111111111111111111111111
2020-05-31T00:00:00.000,Bexar,TX,Passenger,2,5,7,601,608,1.151315789473684210526315789
2020-05-31T00:00:00.000,Chesapeake,VA,Passenger,0,2,2,424,426,0.4694835680751173708920187793
2020-06-30T00:00:00.000,Chelan,WA,Truck,0,0,0,22521,22521,0
2020-06-30T00:00:00.000,Cowlitz,WA,Passenger,138,115,253,72330,72583,0.3485664687323477949382086715
2020-06-30T00:00:00.000,El Paso,TX,Passenger,3,0,3,420,423,0.7092198581560283687943262411
2020-06-30T00:00:00.000,Flathead,MT,Passenger,1,0,1,58,59,1.694915254237288135593220339
2020-06-30T00:00:00.000,Fort Bend,TX,Passenger,1,0,1,47,48,2.083333333333333333333333333
2020-06-30T00:00:00.000,Garfield,WA,Truck,0,0,0,974,974,0
2020-04-30T00:00:00.000,Douglas,WA,Truck,0,0,0,12269,12269,0
2020-04-30T00:00:00.000,DuPage,IL,Passenger,3,0,3,56,59,5.084745762711864406779661017
2020-04-30T00:00:00.000,El Paso,CO,Passenger,2,0,2,720,722,0.2770083102493074792243767313
2020-03-31T00:00:00.000,Maui,HI,Passenger,1,0,1,34,35,2.857142857142857142857142857
2020-03-31T00:00:00.000,Middlesex,MA,Passenger,1,1,2,107,109,1.834862385321100917431192661
2020-03-31T00:00:00.000,New Haven,CT,Passenger,0,2,2,41,43,4.651162790697674418604651163
2020-05-31T00:00:00.000,Montgomery,TX,Passenger,1,0,1,52,53,1.886792452830188679245283019
2020-05-31T00:00:00.000,New London,CT,Passenger,1,2,3,254,257,1.167315175097276264591439689
2020-05-31T00:00:00.000,Orange,CA,Passenger,7,2,9,493,502,1.792828685258964143426294821
2020-05-31T00:00:00.000,Pacific,WA,Truck,0,0,0,7626,7626,0
2020-05-31T00:00:00.000,Powhatan,VA,Passenger,1,0,1,0,1,100
2020-05-31T00:00:00.000,Richmond,GA,Passenger,0,1,1,92,93,1.075268817204301075268817204
2020-05-31T00:00:00.000,Riverside,CA,Passenger,3,1,4,626,630,0.6349206349206349206349206349
2020-05-31T00:00:00.000,Saginaw,MI,Passenger,1,0,1,10,11,9.090909090909090909090909091
2020-05-31T00:00:00.000,San Juan,WA,Truck,0,0,0,5861,5861,0
2020-05-31T00:00:00.000,Shasta,CA,Passenger,1,0,1,36,37,2.702702702702702702702702703
2020-07-31T00:00:00.000,San Mateo,CA,Passenger,0,1,1,106,107,0.9345794392523364485981308411
2020-07-31T00:00:00.000,Sarasota,FL,Passenger,2,0,2,25,27,7.407407407407407407407407407
2020-07-31T00:00:00.000,Stevens,WA,Passenger,37,35,72,30629,30701,0.2345200482068987980847529396
2020-07-31T00:00:00.000,Stevens,WA,Truck,0,0,0,18672,18672,0
2020-07-31T00:00:00.000,Twin Falls,ID,Passenger,0,1,1,20,21,4.761904761904761904761904762
2020-07-31T00:00:00.000,Vigo,IN,Passenger,1,0,1,5,6,16.66666666666666666666666667
2020-07-31T00:00:00.000,Wahkiakum,WA,Truck,0,0,0,1742,1742,0
2020-07-31T00:00:00.000,Washoe,NV,Passenger,1,0,1,97,98,1.020408163265306122448979592
2020-06-30T00:00:00.000,New Haven,CT,Passenger,0,2,2,38,40,5.00
2020-06-30T00:00:00.000,Pend Oreille,WA,Passenger,7,6,13,9243,9256,0.1404494382022471910112359551
2020-06-30T00:00:00.000,Pend Oreille,WA,Truck,0,0,0,5763,5763,0
2020-06-30T00:00:00.000,Placer,CA,Passenger,1,0,1,85,86,1.162790697674418604651162791
2020-06-30T00:00:00.000,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.0
2020-06-30T00:00:00.000,Ramsey,MN,Passenger,1,0,1,41,42,2.380952380952380952380952381
2020-06-30T00:00:00.000,San Diego,CA,Passenger,15,6,21,2792,2813,0.7465339495200853181656594383
2020-05-31T00:00:00.000,Stafford,VA,Passenger,1,1,2,89,91,2.197802197802197802197802198
2020-05-31T00:00:00.000,Suffolk,MA,Passenger,0,2,2,35,37,5.405405405405405405405405405
2020-05-31T00:00:00.000,Valencia,NM,Passenger,1,0,1,5,6,16.66666666666666666666666667
2020-06-30T00:00:00.000,Ada,ID,Passenger,0,1,1,264,265,0.3773584905660377358490566038
2020-06-30T00:00:00.000,Arlington,VA,Passenger,0,2,2,147,149,1.342281879194630872483221477
2020-06-30T00:00:00.000,Bartow,GA,Passenger,0,1,1,2,3,33.33333333333333333333333333
2020-06-30T00:00:00.000,Goochland,VA,Passenger,2,1,3,245,248,1.209677419354838709677419355
2020-06-30T00:00:00.000,Greene,MO,Passenger,0,1,1,31,32,3.12500
2020-06-30T00:00:00.000,Hamilton,IN,Passenger,1,0,1,40,41,2.439024390243902439024390244
2020-06-30T00:00:00.000,Harris,TX,Passenger,1,0,1,225,226,0.4424778761061946902654867257
2020-06-30T00:00:00.000,Honolulu,HI,Passenger,4,1,5,443,448,1.116071428571428571428571429
2020-06-30T00:00:00.000,Island,WA,Passenger,419,268,687,62816,63503,1.081838653291970458088594240
2020-06-30T00:00:00.000,Jefferson,WA,Truck,0,0,0,9535,9535,0
2020-08-31T00:00:00.000,Ada,ID,Passenger,0,1,1,251,252,0.3968253968253968253968253968
2020-08-31T00:00:00.000,Bell,TX,Passenger,0,1,1,415,416,0.2403846153846153846153846154
2020-08-31T00:00:00.000,Boone,MO,Passenger,0,1,1,11,12,8.333333333333333333333333333
2020-08-31T00:00:00.000,Calvert,MD,Passenger,0,2,2,86,88,2.272727272727272727272727273
2020-08-31T00:00:00.000,Camden,NJ,Passenger,0,1,1,22,23,4.347826086956521739130434783
2020-08-31T00:00:00.000,Clackamas,OR,Passenger,2,0,2,182,184,1.086956521739130434782608696
2020-05-31T00:00:00.000,DeKalb,GA,Passenger,1,0,1,77,78,1.282051282051282051282051282
2020-05-31T00:00:00.000,Douglas,WA,Passenger,69,40,109,27970,28079,0.3881904626233127960397450052
2020-05-31T00:00:00.000,Frederick,MD,Passenger,1,1,2,77,79,2.531645569620253164556962025
2020-05-31T00:00:00.000,Grant,WA,Passenger,59,70,129,65212,65341,0.1974258122771307448615723665
2020-05-31T00:00:00.000,Grays Harbor,WA,Truck,0,0,0,20769,20769,0
2020-05-31T00:00:00.000,Houston,GA,Passenger,1,0,1,53,54,1.851851851851851851851851852
2020-04-30T00:00:00.000,Juneau,AK,Passenger,0,2,2,31,33,6.060606060606060606060606061
2020-04-30T00:00:00.000,Kent,MI,Passenger,0,1,1,23,24,4.166666666666666666666666667
2020-04-30T00:00:00.000,Kitsap,WA,Truck,1,0,1,53924,53925,0.001854427445526193787668057487
2020-04-30T00:00:00.000,Lewis,WA,Passenger,99,106,205,58657,58862,0.3482722299616051102578913391
2020-04-30T00:00:00.000,Montgomery,PA,Passenger,1,0,1,31,32,3.12500
2020-04-30T00:00:00.000,New London,CT,Passenger,1,2,3,253,256,1.17187500
2020-04-30T00:00:00.000,Orange,CA,Passenger,7,2,9,496,505,1.782178217821782178217821782
2020-04-30T00:00:00.000,Riverside,CA,Passenger,3,1,4,630,634,0.6309148264984227129337539432
2020-04-30T00:00:00.000,Sacramento,CA,Passenger,1,0,1,264,265,0.3773584905660377358490566038
2020-04-30T00:00:00.000,San Juan,WA,Passenger,295,88,383,14157,14540,2.634112792297111416781292985
2020-04-30T00:00:00.000,Santa Clara,CA,Passenger,6,2,8,315,323,2.476780185758513931888544892
2020-03-31T00:00:00.000,Pend Oreille,WA,Truck,0,0,0,5759,5759,0
2020-03-31T00:00:00.000,Placer,CA,Passenger,1,0,1,89,90,1.111111111111111111111111111
2020-03-31T00:00:00.000,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.0
2020-03-31T00:00:00.000,Ramsey,MN,Passenger,1,0,1,42,43,2.325581395348837209302325581
2020-03-31T00:00:00.000,San Diego,CA,Passenger,13,6,19,2814,2833,0.6706671373102717966819625838
2020-03-31T00:00:00.000,Skamania,WA,Passenger,29,17,46,8720,8766,0.5247547342003194159251654118
2020-03-31T00:00:00.000,St. Clair,IL,Passenger,1,0,1,144,145,0.6896551724137931034482758621
2020-06-30T00:00:00.000,Calvert,MD,Passenger,0,2,2,89,91,2.197802197802197802197802198
2020-06-30T00:00:00.000,Charleston,SC,Passenger,1,0,1,103,104,0.9615384615384615384615384615
2020-06-30T00:00:00.000,Clark,WA,Passenger,2014,1056,3070,317718,320788,0.9570183423320074316994401287
2020-06-30T00:00:00.000,DeKalb,GA,Passenger,1,0,1,78,79,1.265822784810126582278481013
2020-06-30T00:00:00.000,District of Columbia,DC,Passenger,2,1,3,195,198,1.515151515151515151515151515
2020-04-30T00:00:00.000,New Haven,CT,Passenger,0,2,2,41,43,4.651162790697674418604651163
2020-04-30T00:00:00.000,Norfolk,VA,Passenger,2,2,4,354,358,1.117318435754189944134078212
2020-04-30T00:00:00.000,Nueces,TX,Passenger,1,0,1,79,80,1.2500
2020-04-30T00:00:00.000,Owyhee,ID,Passenger,1,0,1,3,4,25.00
2020-04-30T00:00:00.000,Palm Beach,FL,Passenger,0,1,1,74,75,1.333333333333333333333333333
2020-04-30T00:00:00.000,Rockingham,NH,Passenger,1,0,1,28,29,3.448275862068965517241379310
2020-04-30T00:00:00.000,Rogers,OK,Passenger,1,0,1,6,7,14.28571428571428571428571429
2020-04-30T00:00:00.000,Santa Cruz,CA,Passenger,1,0,1,38,39,2.564102564102564102564102564
2020-08-31T00:00:00.000,Contra Costa,CA,Passenger,4,2,6,320,326,1.840490797546012269938650307
2020-08-31T00:00:00.000,DeKalb,IN,Passenger,1,0,1,1,2,50.0
2020-08-31T00:00:00.000,Douglas,CO,Passenger,0,1,1,77,78,1.282051282051282051282051282
2020-08-31T00:00:00.000,Ferry,WA,Truck,0,0,0,3580,3580,0
2020-08-31T00:00:00.000,Franklin,WA,Passenger,66,77,143,60798,60941,0.2346531891501616317421768596
2020-08-31T00:00:00.000,Hennepin,MN,Passenger,3,0,3,86,89,3.370786516853932584269662921
2020-05-31T00:00:00.000,King,WA,Passenger,24025,7684,31709,1375179,1406888,2.253839680201977698295813171
2020-05-31T00:00:00.000,Kittitas,WA,Truck,0,0,0,14551,14551,0
2020-05-31T00:00:00.000,Middlesex,MA,Passenger,1,1,2,101,103,1.941747572815533980582524272
2020-05-31T00:00:00.000,Monroe,IL,Passenger,1,0,1,4,5,20.0
2020-04-30T00:00:00.000,Solano,CA,Passenger,1,0,1,218,219,0.4566210045662100456621004566
2020-04-30T00:00:00.000,Stafford,VA,Passenger,1,1,2,87,89,2.247191011235955056179775281
2020-04-30T00:00:00.000,Suffolk,VA,Passenger,1,0,1,121,122,0.8196721311475409836065573770
2020-04-30T00:00:00.000,Sumter,FL,Passenger,0,1,1,9,10,10.0
2020-04-30T00:00:00.000,Thurston,WA,Truck,0,0,0,55508,55508,0
2020-04-30T00:00:00.000,Travis,TX,Passenger,2,1,3,179,182,1.648351648351648351648351648
2020-04-30T00:00:00.000,Ventura,CA,Passenger,0,3,3,295,298,1.006711409395973154362416107
2020-04-30T00:00:00.000,Whitman,WA,Passenger,44,48,92,22315,22407,0.4105859775962868746373901013
2020-06-30T00:00:00.000,Mason,WA,Passenger,159,135,294,47286,47580,0.6179066834804539722572509458
2020-06-30T00:00:00.000,Multnomah,OR,Passenger,4,7,11,697,708,1.553672316384180790960451977
2020-06-30T00:00:00.000,Nassau,NY,Passenger,4,0,4,29,33,12.12121212121212121212121212
2020-06-30T00:00:00.000,Newport,RI,Passenger,1,0,1,83,84,1.190476190476190476190476190
2020-06-30T00:00:00.000,Okanogan,WA,Passenger,36,33,69,25848,25917,0.2662345178840143535131380947
2020-06-30T00:00:00.000,Osceola,FL,Passenger,1,0,1,36,37,2.702702702702702702702702703
2020-06-30T00:00:00.000,Penobscot,ME,Passenger,0,1,1,13,14,7.142857142857142857142857143
2020-06-30T00:00:00.000,Pierce,WA,Passenger,2382,1693,4075,549788,553863,0.7357415100846238149145185723
2020-06-30T00:00:00.000,Pinellas,FL,Passenger,1,1,2,107,109,1.834862385321100917431192661
2020-03-31T00:00:00.000,Walla Walla,WA,Passenger,68,63,131,36246,36377,0.3601176567611402809467520686
2020-03-31T00:00:00.000,Yakima,WA,Passenger,124,116,240,165859,166099,0.1444921402296220928482411092
2020-04-30T00:00:00.000,Benton,WA,Passenger,348,321,669,134580,135249,0.4946432136281968813078100393
2020-04-30T00:00:00.000,Brevard,FL,Passenger,0,1,1,85,86,1.162790697674418604651162791
2020-04-30T00:00:00.000,Cascade,MT,Passenger,0,1,1,58,59,1.694915254237288135593220339
2020-08-31T00:00:00.000,Juneau,AK,Passenger,0,1,1,27,28,3.571428571428571428571428571
2020-08-31T00:00:00.000,Kittitas,WA,Passenger,110,47,157,29766,29923,0.5246800120308792567590148047
2020-08-31T00:00:00.000,Klamath,OR,Passenger,1,0,1,29,30,3.333333333333333333333333333
2020-08-31T00:00:00.000,Lincoln,WA,Truck,0,0,0,4652,4652,0
2020-08-31T00:00:00.000,Maui,HI,Passenger,1,0,1,30,31,3.225806451612903225806451613
2020-06-30T00:00:00.000,Skamania,WA,Passenger,31,17,48,8483,8531,0.5626538506622904700504044075
2020-06-30T00:00:00.000,Walla Walla,WA,Passenger,73,62,135,35839,35974,0.3752710290765552899316172791
2020-06-30T00:00:00.000,Whatcom,WA,Passenger,1065,500,1565,149278,150843,1.037502568896137043150825693
2020-06-30T00:00:00.000,Yakima,WA,Passenger,132,119,251,165374,165625,0.1515471698113207547169811321
2020-07-31T00:00:00.000,Adams,WA,Passenger,9,7,16,12865,12881,0.1242139585435913360763915845
2020-07-31T00:00:00.000,Adams,WA,Truck,0,0,0,5282,5282,0
2020-07-31T00:00:00.000,Albemarle,VA,Passenger,1,0,1,20,21,4.761904761904761904761904762
2020-07-31T00:00:00.000,Anne Arundel,MD,Passenger,0,1,1,406,407,0.2457002457002457002457002457
2020-07-31T00:00:00.000,Arapahoe,CO,Passenger,1,0,1,127,128,0.7812500
2020-07-31T00:00:00.000,Asotin,WA,Truck,0,0,0,6653,6653,0
2020-06-30T00:00:00.000,Ferry,WA,Passenger,5,3,8,4330,4338,0.1844167819271553711387736284
2020-06-30T00:00:00.000,Fresno,CA,Passenger,1,0,1,183,184,0.5434782608695652173913043478
2020-06-30T00:00:00.000,Fulton,GA,Passenger,1,2,3,97,100,3.00
2020-06-30T00:00:00.000,Grant,WA,Truck,0,0,0,27089,27089,0
2020-06-30T00:00:00.000,Houston,GA,Passenger,1,0,1,54,55,1.818181818181818181818181818
2020-06-30T00:00:00.000,Jefferson,NY,Passenger,0,1,1,210,211,0.4739336492890995260663507109
2020-06-30T00:00:00.000,Kent,MI,Passenger,0,1,1,23,24,4.166666666666666666666666667
2020-06-30T00:00:00.000,King,WA,Passenger,24117,7708,31825,1371259,1403084,2.268217726094802592004470153
2020-04-30T00:00:00.000,Snohomish,WA,Passenger,4401,1753,6154,535230,541384,1.136716267935513424851861156
2020-04-30T00:00:00.000,Spokane,WA,Passenger,711,472,1183,316352,317535,0.3725573558820287527359188751
2020-04-30T00:00:00.000,St. Clair,IL,Passenger,1,0,1,143,144,0.6944444444444444444444444444
2020-04-30T00:00:00.000,St. Louis,MO,Passenger,1,0,1,98,99,1.010101010101010101010101010
2020-04-30T00:00:00.000,Yakima,WA,Truck,0,0,0,59524,59524,0
2020-07-31T00:00:00.000,Clackamas,OR,Passenger,2,0,2,189,191,1.047120418848167539267015707
2020-07-31T00:00:00.000,DeKalb,IN,Passenger,1,0,1,1,2,50.0
2020-07-31T00:00:00.000,Erie,NY,Passenger,1,0,1,43,44,2.272727272727272727272727273
2020-08-31T00:00:00.000,Montgomery,AL,Passenger,0,1,1,38,39,2.564102564102564102564102564
2020-08-31T00:00:00.000,New Haven,CT,Passenger,0,2,2,35,37,5.405405405405405405405405405
2020-05-31T00:00:00.000,Moore,NC,Passenger,0,1,1,163,164,0.6097560975609756097560975610
2020-05-31T00:00:00.000,Okanogan,WA,Truck,0,0,0,16388,16388,0
2020-05-31T00:00:00.000,Pend Oreille,WA,Truck,0,0,0,5744,5744,0
2020-05-31T00:00:00.000,Pima,AZ,Passenger,3,1,4,346,350,1.142857142857142857142857143
2020-05-31T00:00:00.000,Placer,CA,Passenger,1,0,1,84,85,1.176470588235294117647058824
2020-05-31T00:00:00.000,Ramsey,MN,Passenger,1,0,1,41,42,2.380952380952380952380952381
2020-05-31T00:00:00.000,San Diego,CA,Passenger,15,6,21,2773,2794,0.7516105941302791696492483894
2020-05-31T00:00:00.000,Benton,WA,Truck,0,0,0,42473,42473,0
2020-05-31T00:00:00.000,Broward,FL,Passenger,2,1,3,110,113,2.654867256637168141592920354
2020-05-31T00:00:00.000,Cascade,MT,Passenger,0,1,1,58,59,1.694915254237288135593220339
2020-05-31T00:00:00.000,Chelan,WA,Truck,0,0,0,22435,22435,0
2020-05-31T00:00:00.000,Cowlitz,WA,Passenger,136,115,251,72373,72624,0.3456157743996474994492178894
2020-05-31T00:00:00.000,Alameda,CA,Passenger,2,1,3,269,272,1.102941176470588235294117647
2020-05-31T00:00:00.000,Brevard,FL,Passenger,0,1,1,83,84,1.190476190476190476190476190
2020-05-31T00:00:00.000,Carroll,NH,Passenger,0,1,1,4,5,20.0
2020-05-31T00:00:00.000,Charles,MD,Passenger,1,1,2,73,75,2.666666666666666666666666667
2020-05-31T00:00:00.000,Clay,FL,Passenger,0,1,1,80,81,1.234567901234567901234567901
2020-05-31T00:00:00.000,Denton,TX,Passenger,1,0,1,85,86,1.162790697674418604651162791
2020-05-31T00:00:00.000,Douglas,NE,Passenger,0,1,1,56,57,1.754385964912280701754385965
2020-06-30T00:00:00.000,Queens,NY,Passenger,1,0,1,50,51,1.960784313725490196078431373
2020-06-30T00:00:00.000,San Francisco,CA,Passenger,1,1,2,89,91,2.197802197802197802197802198
2020-06-30T00:00:00.000,Skagit,WA,Passenger,407,221,628,91162,91790,0.6841703889312561281185314304
2020-06-30T00:00:00.000,Skamania,WA,Truck,0,0,0,4011,4011,0
2020-06-30T00:00:00.000,St. Mary's,MD,Passenger,1,0,1,216,217,0.4608294930875576036866359447
2020-06-30T00:00:00.000,Twin Falls,ID,Passenger,0,1,1,22,23,4.347826086956521739130434783
2020-06-30T00:00:00.000,Vigo,IN,Passenger,1,0,1,5,6,16.66666666666666666666666667
2020-06-30T00:00:00.000,Wahkiakum,WA,Truck,0,0,0,1737,1737,0
2020-06-30T00:00:00.000,Walla Walla,WA,Truck,0,0,0,13744,13744,0
2020-06-30T00:00:00.000,Larimer,CO,Passenger,1,0,1,51,52,1.923076923076923076923076923
2020-06-30T00:00:00.000,Mason,WA,Truck,0,0,0,20606,20606,0
2020-06-30T00:00:00.000,Monroe,IL,Passenger,1,0,1,4,5,20.0
2020-06-30T00:00:00.000,Monterey,CA,Passenger,0,1,1,164,165,0.6060606060606060606060606061
2020-06-30T00:00:00.000,Moore,NC,Passenger,0,2,2,163,165,1.212121212121212121212121212
2020-06-30T00:00:00.000,Nassau,FL,Passenger,1,0,1,34,35,2.857142857142857142857142857
2020-06-30T00:00:00.000,Norfolk,VA,Passenger,2,2,4,351,355,1.126760563380281690140845070
2020-06-30T00:00:00.000,Oldham,KY,Passenger,0,1,1,4,5,20.0
2020-04-30T00:00:00.000,Chelan,WA,Truck,0,0,0,22460,22460,0
2020-04-30T00:00:00.000,Columbia,WA,Passenger,3,3,6,2407,2413,0.2486531288852051388313302942
2020-04-30T00:00:00.000,Columbia,WA,Truck,0,0,0,1525,1525,0
2020-04-30T00:00:00.000,Cowlitz,WA,Truck,0,0,0,28769,28769,0
2020-04-30T00:00:00.000,Dakota,MN,Passenger,0,1,1,30,31,3.225806451612903225806451613
2020-04-30T00:00:00.000,Denver,CO,Passenger,1,0,1,120,121,0.8264462809917355371900826446
2020-04-30T00:00:00.000,El Paso,TX,Passenger,3,0,3,435,438,0.6849315068493150684931506849
2020-04-30T00:00:00.000,Fairbanks North Star,AK,Passenger,0,1,1,102,103,0.9708737864077669902912621359
2020-04-30T00:00:00.000,Gwinnett,GA,Passenger,1,0,1,76,77,1.298701298701298701298701299
2020-08-31T00:00:00.000,San Juan,WA,Passenger,320,100,420,13930,14350,2.926829268292682926829268293
2020-08-31T00:00:00.000,Santa Clara,CA,Passenger,7,2,9,273,282,3.191489361702127659574468085
