date,county,state,vehicle_primary_use,battery_electric_vehicles_bevs_,plug_in_hybrid_electric_vehicles_phevs_,electric_vehicle_ev_total,non_electric_vehicles,total_vehicles,percent_electric_vehicles
2020-08-31T00:00:00.000,Sedgwick,KS,Passenger,1,1,2,86,88,2.272727272727272727272727273
2020-08-31T00:00:00.000,Shelby,TN,Passenger,0,1,1,84,85,1.176470588235294117647058824
2020-08-31T00:00:00.000,St. Clair,IL,Passenger,1,0,1,144,145,0.6896551724137931034482758621
2020-08-31T00:00:00.000,Thurston,WA,Passenger,1196,752,1948,197155,199103,0.9783880704961753464287328669
2020-06-30T00:00:00.000,Washington,OR,Passenger,1,0,1,424,425,0.2352941176470588235294117647
2020-06-30T00:00:00.000,Washoe,NV,Passenger,1,0,1,100,101,0.9900990099009900990099009901
2020-07-31T00:00:00.000,,,Passenger,5,1,6,351,357,1.680672268907563025210084034
2020-07-31T00:00:00.000,Bell,TX,Passenger,0,1,1,419,420,0.2380952380952380952380952381
2020-05-31T00:00:00.000,Jefferson,WA,Passenger,233,141,374,24827,25201,1.484068092536010475774770842
2020-05-31T00:00:00.000,King,WA,Truck,5,1,6,181433,181439,0.003306896532718985444143761815
2020-05-31T00:00:00.000,Suffolk,VA,Passenger,1,0,1,117,118,0.8474576271186440677966101695
2020-05-31T00:00:00.000,Ventura,CA,Passenger,1,2,3,292,295,1.016949152542372881355932203
2020-05-31T00:00:00.000,Virginia Beach,VA,Passenger,1,0,1,668,669,0.1494768310911808669656203288
2020-05-31T00:00:00.000,Yakima,WA,Passenger,131,117,248,165041,165289,0.1500402325623604716587310710
2020-06-30T00:00:00.000,Adams,WA,Passenger,9,7,16,12785,12801,0.1249902351378798531364737130
2020-06-30T00:00:00.000,Arapahoe,CO,Passenger,1,0,1,128,129,0.7751937984496124031007751938
2020-06-30T00:00:00.000,Pima,AZ,Passenger,3,1,4,343,347,1.152737752161383285302593660
2020-06-30T00:00:00.000,Putnam,TN,Passenger,0,1,1,3,4,25.00
2020-06-30T00:00:00.000,Sacramento,CA,Passenger,1,0,1,261,262,0.3816793893129770992366412214
2020-06-30T00:00:00.000,Santa Cruz,CA,Passenger,1,0,1,33,34,2.941176470588235294117647059
2020-06-30T00:00:00.000,Sarasota,FL,Passenger,2,0,2,26,28,7.142857142857142857142857143
2020-06-30T00:00:00.000,Shelby,TN,Passenger,0,1,1,87,88,1.136363636363636363636363636
2020-06-30T00:00:00.000,Spartanburg,SC,Passenger,0,1,1,41,42,2.380952380952380952380952381
2020-06-30T00:00:00.000,St. Clair,IL,Passenger,1,0,1,141,142,0.7042253521126760563380281690
2020-05-31T00:00:00.000,Dakota,MN,Passenger,0,1,1,30,31,3.225806451612903225806451613
2020-05-31T00:00:00.000,Flathead,MT,Passenger,1,0,1,61,62,1.612903225806451612903225806
2020-05-31T00:00:00.000,Fulton,GA,Passenger,1,2,3,100,103,2.912621359223300970873786408
2020-05-31T00:00:00.000,Goochland,VA,Passenger,2,1,3,247,250,1.200
2020-05-31T00:00:00.000,Hamilton,IN,Passenger,1,0,1,39,40,2.500
2020-05-31T00:00:00.000,Harris,TX,Passenger,1,0,1,228,229,0.4366812227074235807860262009
2020-05-31T00:00:00.000,Island,WA,Passenger,408,270,678,62809,63487,1.067935167829634413344464221
2020-05-31T00:00:00.000,Island,WA,Truck,1,0,1,21140,21141,0.004730145215458114564117118396
2020-05-31T00:00:00.000,Jefferson,NY,Passenger,0,1,1,210,211,0.4739336492890995260663507109
2020-05-31T00:00:00.000,Kent,MI,Passenger,0,1,1,23,24,4.166666666666666666666666667
2020-07-31T00:00:00.000,Franklin,WA,Passenger,65,79,144,60783,60927,0.2363484169579989167364222758
2020-07-31T00:00:00.000,Franklin,WA,Truck,0,0,0,20097,20097,0
2020-07-31T00:00:00.000,Garfield,WA,Passenger,0,1,1,1353,1354,0.07385524372230428360413589365
2020-07-31T00:00:00.000,Honolulu,HI,Passenger,4,1,5,441,446,1.121076233183856502242152466
2020-07-31T00:00:00.000,Howard,MD,Passenger,0,1,1,69,70,1.428571428571428571428571429
2020-07-31T00:00:00.000,Jefferson,CO,Passenger,0,1,1,60,61,1.639344262295081967213114754
2020-07-31T00:00:00.000,Kern,CA,Passenger,0,1,1,223,224,0.4464285714285714285714285714
2020-07-31T00:00:00.000,Kitsap,WA,Passenger,1378,696,2074,179912,181986,1.139648104799270273537524865
2020-07-31T00:00:00.000,Klamath,OR,Passenger,1,0,1,30,31,3.225806451612903225806451613
2020-04-30T00:00:00.000,Island,WA,Truck,1,0,1,21150,21151,0.004727908845917450711550281311
2020-04-30T00:00:00.000,Klickitat,WA,Truck,0,0,0,8193,8193,0
2020-04-30T00:00:00.000,Kootenai,ID,Passenger,1,0,1,215,216,0.4629629629629629629629629630
2020-04-30T00:00:00.000,Lake,FL,Passenger,1,0,1,20,21,4.761904761904761904761904762
2020-04-30T00:00:00.000,Montgomery,OH,Passenger,0,1,1,45,46,2.173913043478260869565217391
2020-08-31T00:00:00.000,Yakima,WA,Truck,0,0,0,60428,60428,0
2020-09-30T00:00:00.000,,,Passenger,5,1,6,341,347,1.729106628242074927953890490
2020-09-30T00:00:00.000,Boone,MO,Passenger,0,1,1,11,12,8.333333333333333333333333333
2020-09-30T00:00:00.000,Camden,NJ,Passenger,0,1,1,23,24,4.166666666666666666666666667
2020-09-30T00:00:00.000,Clark,WA,Truck,0,0,0,82863,82863,0
2020-07-31T00:00:00.000,Clallam,WA,Truck,1,0,1,21699,21700,0.004608294930875576036866359447
2020-07-31T00:00:00.000,Contra Costa,CA,Passenger,4,2,6,323,329,1.823708206686930091185410334
2020-07-31T00:00:00.000,Deschutes,OR,Passenger,2,0,2,127,129,1.550387596899224806201550388
2020-07-31T00:00:00.000,Douglas,WA,Passenger,75,41,116,28057,28173,0.4117417385439960245625244028
2020-07-31T00:00:00.000,Ferry,WA,Truck,0,0,0,3566,3566,0
2020-07-31T00:00:00.000,Frederick,MD,Passenger,1,1,2,76,78,2.564102564102564102564102564
2020-06-30T00:00:00.000,Travis,TX,Passenger,2,1,3,173,176,1.704545454545454545454545455
2020-06-30T00:00:00.000,Virginia Beach,VA,Passenger,1,0,1,664,665,0.1503759398496240601503759398
2020-06-30T00:00:00.000,Whitman,WA,Passenger,44,48,92,22143,22235,0.4137620868000899482797391500
2020-06-30T00:00:00.000,Yakima,WA,Truck,0,0,0,59903,59903,0
2020-07-31T00:00:00.000,Alameda,CA,Passenger,2,0,2,262,264,0.7575757575757575757575757576
2020-07-31T00:00:00.000,Arlington,VA,Passenger,0,2,2,146,148,1.351351351351351351351351351
2020-07-31T00:00:00.000,Boone,MO,Passenger,0,1,1,11,12,8.333333333333333333333333333
2020-07-31T00:00:00.000,Boulder,CO,Passenger,0,1,1,43,44,2.272727272727272727272727273
2020-05-31T00:00:00.000,Lee,FL,Passenger,1,0,1,45,46,2.173913043478260869565217391
2020-05-31T00:00:00.000,Lincoln,WA,Passenger,4,12,16,7647,7663,0.2087955108965157249119143938
2020-05-31T00:00:00.000,Loudoun,VA,Passenger,1,0,1,88,89,1.123595505617977528089887640
2020-05-31T00:00:00.000,Montgomery,PA,Passenger,1,0,1,30,31,3.225806451612903225806451613
2020-05-31T00:00:00.000,Pacific,WA,Passenger,31,33,64,15706,15770,0.4058338617628408370323398859
2020-05-31T00:00:00.000,Pend Oreille,WA,Passenger,7,6,13,9217,9230,0.1408450704225352112676056338
2020-07-31T00:00:00.000,Lincoln,WA,Truck,0,0,0,4661,4661,0
2020-07-31T00:00:00.000,Loudoun,VA,Passenger,1,0,1,83,84,1.190476190476190476190476190
2020-07-31T00:00:00.000,Montgomery,AL,Passenger,0,1,1,39,40,2.500
2020-07-31T00:00:00.000,New London,CT,Passenger,1,2,3,249,252,1.190476190476190476190476190
2020-07-31T00:00:00.000,Orange,CA,Passenger,7,2,9,485,494,1.821862348178137651821862348
2020-06-30T00:00:00.000,Benton,WA,Passenger,359,321,680,134252,134932,0.5039575489876382177689502861
2020-06-30T00:00:00.000,Boone,MO,Passenger,0,1,1,11,12,8.333333333333333333333333333
2020-06-30T00:00:00.000,Boulder,CO,Passenger,0,1,1,42,43,2.325581395348837209302325581
2020-06-30T00:00:00.000,Broward,FL,Passenger,2,1,3,106,109,2.752293577981651376146788991
2020-06-30T00:00:00.000,Bucks,PA,Passenger,1,0,1,19,20,5.00
2020-06-30T00:00:00.000,Cape May,NJ,Passenger,0,1,1,13,14,7.142857142857142857142857143
2020-06-30T00:00:00.000,Cascade,MT,Passenger,0,1,1,56,57,1.754385964912280701754385965
2020-06-30T00:00:00.000,Clallam,WA,Passenger,228,168,396,50100,50496,0.7842205323193916349809885932
2020-06-30T00:00:00.000,Cowlitz,WA,Truck,0,0,0,28872,28872,0
2020-06-30T00:00:00.000,Dakota,MN,Passenger,0,1,1,31,32,3.12500
2020-06-30T00:00:00.000,DeKalb,IN,Passenger,1,0,1,1,2,50.0
2020-05-31T00:00:00.000,Kootenai,ID,Passenger,1,0,1,213,214,0.4672897196261682242990654206
2020-05-31T00:00:00.000,Lewis,WA,Passenger,99,108,207,58244,58451,0.3541427862654188978802757866
2020-05-31T00:00:00.000,Mason,WA,Passenger,157,137,294,47193,47487,0.6191168109166719312653989513
2020-05-31T00:00:00.000,Mason,WA,Truck,0,0,0,20509,20509,0
2020-05-31T00:00:00.000,Newport,RI,Passenger,1,0,1,84,85,1.176470588235294117647058824
2020-05-31T00:00:00.000,Norfolk,VA,Passenger,2,2,4,352,356,1.123595505617977528089887640
2020-05-31T00:00:00.000,Nueces,TX,Passenger,1,0,1,78,79,1.265822784810126582278481013
2020-07-31T00:00:00.000,Harrison,MS,Passenger,1,0,1,54,55,1.818181818181818181818181818
2020-07-31T00:00:00.000,Klickitat,WA,Passenger,56,43,99,15115,15214,0.6507164453792559484685158407
2020-07-31T00:00:00.000,Lake,IL,Passenger,1,0,1,169,170,0.5882352941176470588235294118
2020-09-30T00:00:00.000,Denver,CO,Passenger,1,0,1,110,111,0.9009009009009009009009009009
2020-09-30T00:00:00.000,Deschutes,OR,Passenger,1,0,1,122,123,0.8130081300813008130081300813
2020-09-30T00:00:00.000,Douglas,WA,Passenger,79,45,124,28048,28172,0.4401533437455629703251455346
2020-09-30T00:00:00.000,Douglas,WA,Truck,0,0,0,12379,12379,0
2020-09-30T00:00:00.000,El Dorado,CA,Passenger,1,0,1,34,35,2.857142857142857142857142857
2020-09-30T00:00:00.000,Frederick,MD,Passenger,1,1,2,73,75,2.666666666666666666666666667
2020-09-30T00:00:00.000,Grant,WA,Passenger,67,80,147,65588,65735,0.2236251616338328135696356583
2020-09-30T00:00:00.000,Gwinnett,GA,Passenger,1,0,1,73,74,1.351351351351351351351351351
2020-07-31T00:00:00.000,Bradley,TN,Passenger,1,0,1,3,4,25.00
2020-07-31T00:00:00.000,Bucks,PA,Passenger,1,0,1,20,21,4.761904761904761904761904762
2020-07-31T00:00:00.000,Camden,NJ,Passenger,0,1,1,22,23,4.347826086956521739130434783
2020-07-31T00:00:00.000,Cape May,NJ,Passenger,0,1,1,13,14,7.142857142857142857142857143
2020-07-31T00:00:00.000,Charles,MD,Passenger,1,1,2,75,77,2.597402597402597402597402597
2020-07-31T00:00:00.000,Charleston,SC,Passenger,2,0,2,98,100,2.00
2020-07-31T00:00:00.000,Clark,NV,Passenger,2,3,5,671,676,0.7396449704142011834319526627
2020-07-31T00:00:00.000,Clay,FL,Passenger,0,1,1,82,83,1.204819277108433734939759036
2020-07-31T00:00:00.000,Douglas,WA,Truck,0,0,0,12351,12351,0
2020-07-31T00:00:00.000,DuPage,IL,Passenger,3,0,3,56,59,5.084745762711864406779661017
2020-07-31T00:00:00.000,Duval,FL,Passenger,0,2,2,363,365,0.5479452054794520547945205479
2020-09-30T00:00:00.000,Juneau,AK,Passenger,0,1,1,28,29,3.448275862068965517241379310
2020-09-30T00:00:00.000,Lake,FL,Passenger,1,0,1,23,24,4.166666666666666666666666667
2020-09-30T00:00:00.000,Maui,HI,Passenger,1,0,1,29,30,3.333333333333333333333333333
2020-07-31T00:00:00.000,Manassas,VA,Passenger,0,1,1,4,5,20.0
2020-07-31T00:00:00.000,Maricopa,AZ,Passenger,5,7,12,1368,1380,0.8695652173913043478260869565
2020-07-31T00:00:00.000,Maui,HI,Passenger,1,0,1,32,33,3.030303030303030303030303030
2020-07-31T00:00:00.000,Prince George's,MD,Passenger,1,1,2,154,156,1.282051282051282051282051282
2020-05-31T00:00:00.000,Pinal,AZ,Passenger,1,0,1,183,184,0.5434782608695652173913043478
2020-05-31T00:00:00.000,Prince William,VA,Passenger,2,3,5,221,226,2.212389380530973451327433628
2020-05-31T00:00:00.000,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.0
2020-05-31T00:00:00.000,Skamania,WA,Passenger,30,16,46,8527,8573,0.5365682958124343870290446751
2020-05-31T00:00:00.000,Solano,CA,Passenger,1,0,1,213,214,0.4672897196261682242990654206
2020-05-31T00:00:00.000,Tulsa,OK,Passenger,1,1,2,43,45,4.444444444444444444444444444
2020-05-31T00:00:00.000,Utah,UT,Passenger,0,1,1,129,130,0.7692307692307692307692307692
2020-05-31T00:00:00.000,Whatcom,WA,Passenger,1061,497,1558,149330,150888,1.032553947298658607709029214
2020-06-30T00:00:00.000,Fairfax,VA,Passenger,4,3,7,734,741,0.9446693657219973009446693657
2020-06-30T00:00:00.000,Howard,MD,Passenger,0,1,1,72,73,1.369863013698630136986301370
2020-06-30T00:00:00.000,Island,WA,Truck,1,0,1,21216,21217,0.004713201677899797332327850309
2020-06-30T00:00:00.000,Kitsap,WA,Passenger,1331,686,2017,179842,181859,1.109101006823968019179694159
2020-06-30T00:00:00.000,Klickitat,WA,Truck,0,0,0,8102,8102,0
2020-04-30T00:00:00.000,Pacific,WA,Passenger,30,34,64,15840,15904,0.4024144869215291750503018109
2020-04-30T00:00:00.000,Pierce,WA,Truck,0,0,0,141154,141154,0
2020-04-30T00:00:00.000,Pinellas,FL,Passenger,1,1,2,107,109,1.834862385321100917431192661
2020-04-30T00:00:00.000,Polk,FL,Passenger,1,0,1,66,67,1.492537313432835820895522388
2020-04-30T00:00:00.000,Powhatan,VA,Passenger,1,0,1,0,1,100
2020-04-30T00:00:00.000,Richmond,GA,Passenger,0,1,1,92,93,1.075268817204301075268817204
2020-04-30T00:00:00.000,San Mateo,CA,Passenger,0,1,1,114,115,0.8695652173913043478260869565
2020-04-30T00:00:00.000,Shasta,CA,Passenger,1,0,1,37,38,2.631578947368421052631578947
2020-04-30T00:00:00.000,Skagit,WA,Truck,1,0,1,32389,32390,0.003087372645878357517752392714
2020-04-30T00:00:00.000,Spokane,WA,Truck,1,0,1,97410,97411,0.001026578107195285953331759247
2020-04-30T00:00:00.000,Stevens,WA,Passenger,33,33,66,30966,31032,0.2126836813611755607115235886
2020-04-30T00:00:00.000,Stevens,WA,Truck,0,0,0,18613,18613,0
2020-04-30T00:00:00.000,Suffolk,MA,Passenger,0,2,2,36,38,5.263157894736842105263157895
2020-07-31T00:00:00.000,Richland,SC,Passenger,0,1,1,156,157,0.6369426751592356687898089172
2020-07-31T00:00:00.000,Riverside,CA,Passenger,3,1,4,610,614,0.6514657980456026058631921824
2020-07-31T00:00:00.000,Salt Lake,UT,Passenger,0,1,1,177,178,0.5617977528089887640449438202
2020-07-31T00:00:00.000,San Juan,WA,Passenger,311,94,405,13959,14364,2.819548872180451127819548872
2020-07-31T00:00:00.000,San Juan,WA,Truck,0,0,0,5842,5842,0
2020-07-31T00:00:00.000,Solano,CA,Passenger,1,0,1,214,215,0.4651162790697674418604651163
2020-07-31T00:00:00.000,Stafford,VA,Passenger,1,1,2,88,90,2.222222222222222222222222222
2020-07-31T00:00:00.000,Sumter,FL,Passenger,0,1,1,9,10,10.0
2020-07-31T00:00:00.000,Thurston,WA,Truck,0,0,0,55907,55907,0
2020-06-30T00:00:00.000,Allegheny,PA,Passenger,1,0,1,68,69,1.449275362318840579710144928
2020-06-30T00:00:00.000,Bell,TX,Passenger,0,1,1,421,422,0.2369668246445497630331753555
2020-06-30T00:00:00.000,Carson City,NV,Passenger,1,0,1,11,12,8.333333333333333333333333333
2020-09-30T00:00:00.000,New Haven,CT,Passenger,0,2,2,34,36,5.555555555555555555555555556
2020-09-30T00:00:00.000,Palm Beach,FL,Passenger,0,1,1,73,74,1.351351351351351351351351351
2020-09-30T00:00:00.000,Powhatan,VA,Passenger,1,0,1,0,1,100
2020-09-30T00:00:00.000,Richmond,GA,Passenger,0,1,1,87,88,1.136363636363636363636363636
2020-09-30T00:00:00.000,Rockingham,NH,Passenger,1,0,1,24,25,4.00
2020-09-30T00:00:00.000,Rogers,OK,Passenger,1,0,1,5,6,16.66666666666666666666666667
2020-09-30T00:00:00.000,San Diego,CA,Passenger,16,5,21,2769,2790,0.7526881720430107526881720430
2020-08-31T00:00:00.000,Broward,FL,Passenger,2,1,3,105,108,2.777777777777777777777777778
2020-08-31T00:00:00.000,Cascade,MT,Passenger,0,1,1,56,57,1.754385964912280701754385965
2020-07-31T00:00:00.000,Randolph,NC,Passenger,1,0,1,8,9,11.11111111111111111111111111
2020-07-31T00:00:00.000,San Diego,CA,Passenger,15,5,20,2795,2815,0.7104795737122557726465364121
2020-07-31T00:00:00.000,Sedgwick,KS,Passenger,1,1,2,93,95,2.105263157894736842105263158
2020-07-31T00:00:00.000,Thurston,WA,Passenger,1177,743,1920,197203,199123,0.9642281403956348588560839280
2020-07-31T00:00:00.000,Washtenaw,MI,Passenger,1,0,1,32,33,3.030303030303030303030303030
2020-04-30T00:00:00.000,Tarrant,TX,Passenger,1,0,1,175,176,0.5681818181818181818181818182
2020-04-30T00:00:00.000,Whatcom,WA,Truck,3,0,3,42838,42841,0.007002637660185336476739571905
2020-05-31T00:00:00.000,Ada,ID,Passenger,0,1,1,267,268,0.3731343283582089552238805970
2020-05-31T00:00:00.000,Alexandria,VA,Passenger,1,0,1,140,141,0.7092198581560283687943262411
2020-05-31T00:00:00.000,Bartow,GA,Passenger,0,1,1,2,3,33.33333333333333333333333333
2020-07-31T00:00:00.000,Jefferson,WA,Passenger,249,142,391,24740,25131,1.555847359834467390871831602
2020-07-31T00:00:00.000,Kent,MI,Passenger,0,1,1,23,24,4.166666666666666666666666667
2020-07-31T00:00:00.000,Kitsap,WA,Truck,0,0,0,54159,54159,0
2020-07-31T00:00:00.000,Lewis,WA,Passenger,107,115,222,58140,58362,0.3803844967615914464891539015
2020-06-30T00:00:00.000,Kootenai,ID,Passenger,1,0,1,209,210,0.4761904761904761904761904762
2020-06-30T00:00:00.000,Lincoln,WA,Truck,0,0,0,4624,4624,0
2020-06-30T00:00:00.000,Montgomery,AL,Passenger,0,1,1,39,40,2.500
2020-06-30T00:00:00.000,Montgomery,OH,Passenger,0,1,1,47,48,2.083333333333333333333333333
2020-06-30T00:00:00.000,Orange,CA,Passenger,7,2,9,495,504,1.785714285714285714285714286
2020-06-30T00:00:00.000,Pierce,WA,Truck,0,0,0,142186,142186,0
2020-08-31T00:00:00.000,Asotin,WA,Truck,0,0,0,6666,6666,0
2020-08-31T00:00:00.000,Chesapeake,VA,Passenger,0,2,2,420,422,0.4739336492890995260663507109
2020-07-31T00:00:00.000,Nassau,FL,Passenger,1,0,1,33,34,2.941176470588235294117647059
2020-07-31T00:00:00.000,Norfolk,VA,Passenger,2,2,4,353,357,1.120448179271708683473389356
2020-07-31T00:00:00.000,Nueces,TX,Passenger,1,0,1,80,81,1.234567901234567901234567901
2020-07-31T00:00:00.000,Palm Beach,FL,Passenger,0,1,1,75,76,1.315789473684210526315789474
2020-09-30T00:00:00.000,Stevens,WA,Truck,0,0,0,18704,18704,0
2020-09-30T00:00:00.000,Suffolk,MA,Passenger,0,2,2,34,36,5.555555555555555555555555556
2020-10-31T00:00:00.000,Adams,WA,Passenger,8,7,15,12936,12951,0.1158211721102617558489691916
2020-10-31T00:00:00.000,Arapahoe,CO,Passenger,1,0,1,122,123,0.8130081300813008130081300813
2020-10-31T00:00:00.000,Asotin,WA,Truck,0,0,0,6684,6684,0
2020-05-31T00:00:00.000,Calvert,MD,Passenger,0,2,2,87,89,2.247191011235955056179775281
2020-05-31T00:00:00.000,Contra Costa,CA,Passenger,3,1,4,336,340,1.176470588235294117647058824
2020-05-31T00:00:00.000,Dallas,TX,Passenger,1,0,1,199,200,0.500
2020-05-31T00:00:00.000,Pierce,WA,Passenger,2353,1676,4029,547712,551741,0.7302339322254463597956287461
2020-05-31T00:00:00.000,Pierce,WA,Truck,0,0,0,141333,141333,0
2020-05-31T00:00:00.000,Pinellas,FL,Passenger,1,1,2,106,108,1.851851851851851851851851852
2020-05-31T00:00:00.000,Portsmouth,VA,Passenger,0,1,1,76,77,1.298701298701298701298701299
2020-05-31T00:00:00.000,Putnam,TN,Passenger,0,1,1,3,4,25.00
2020-05-31T00:00:00.000,Santa Cruz,CA,Passenger,1,0,1,35,36,2.777777777777777777777777778
2020-05-31T00:00:00.000,Skagit,WA,Passenger,400,216,616,91177,91793,0.6710751364483130521935223819
2020-05-31T00:00:00.000,Skagit,WA,Truck,1,0,1,32390,32391,0.003087277330122564910005865827
2020-05-31T00:00:00.000,Snohomish,WA,Passenger,4403,1750,6153,533914,540067,1.139303086468901080791827681
2020-05-31T00:00:00.000,Spartanburg,SC,Passenger,0,1,1,42,43,2.325581395348837209302325581
2020-05-31T00:00:00.000,Spokane,WA,Passenger,721,478,1199,315075,316274,0.3791016650119832803202286625
2020-05-31T00:00:00.000,Twin Falls,ID,Passenger,0,1,1,24,25,4.00
2020-05-31T00:00:00.000,Vigo,IN,Passenger,1,0,1,5,6,16.66666666666666666666666667
2020-05-31T00:00:00.000,Wahkiakum,WA,Truck,0,0,0,1759,1759,0
2020-10-31T00:00:00.000,Bartow,GA,Passenger,0,1,1,2,3,33.33333333333333333333333333
2020-10-31T00:00:00.000,Chesapeake,VA,Passenger,0,3,3,411,414,0.7246376811594202898550724638
2020-10-31T00:00:00.000,Clackamas,OR,Passenger,2,0,2,182,184,1.086956521739130434782608696
2020-10-31T00:00:00.000,DeKalb,GA,Passenger,1,0,1,72,73,1.369863013698630136986301370
2020-06-30T00:00:00.000,Clackamas,OR,Passenger,2,0,2,195,197,1.015228426395939086294416244
2020-06-30T00:00:00.000,Columbia,WA,Passenger,4,3,7,2415,2422,0.2890173410404624277456647399
2020-06-30T00:00:00.000,Contra Costa,CA,Passenger,3,2,5,331,336,1.488095238095238095238095238
2020-06-30T00:00:00.000,Cumberland,NC,Passenger,0,3,3,463,466,0.6437768240343347639484978541
2020-06-30T00:00:00.000,Douglas,NE,Passenger,0,1,1,54,55,1.818181818181818181818181818
2020-06-30T00:00:00.000,Fairbanks North Star,AK,Passenger,0,1,1,100,101,0.9900990099009900990099009901
2020-06-30T00:00:00.000,Ferry,WA,Truck,0,0,0,3553,3553,0
2020-06-30T00:00:00.000,Franklin,WA,Passenger,60,76,136,60647,60783,0.2237467713011861869272658474
2020-06-30T00:00:00.000,Grays Harbor,WA,Passenger,106,111,217,48143,48360,0.4487179487179487179487179487
2020-08-31T00:00:00.000,Collin,TX,Passenger,1,1,2,118,120,1.666666666666666666666666667
2020-08-31T00:00:00.000,Columbia,WA,Truck,0,0,0,1527,1527,0
2020-08-31T00:00:00.000,DeKalb,GA,Passenger,1,0,1,75,76,1.315789473684210526315789474
2020-08-31T00:00:00.000,Franklin,WA,Truck,0,0,0,20189,20189,0
2020-08-31T00:00:00.000,Grays Harbor,WA,Truck,0,0,0,21031,21031,0
2020-07-31T00:00:00.000,Pinal,AZ,Passenger,1,0,1,175,176,0.5681818181818181818181818182
2020-07-31T00:00:00.000,Prince William,VA,Passenger,2,3,5,224,229,2.183406113537117903930131004
2020-07-31T00:00:00.000,Rockingham,NH,Passenger,1,0,1,23,24,4.166666666666666666666666667
2020-07-31T00:00:00.000,Rogers,OK,Passenger,1,0,1,5,6,16.66666666666666666666666667
2020-07-31T00:00:00.000,Santa Cruz,CA,Passenger,1,0,1,32,33,3.030303030303030303030303030
2020-07-31T00:00:00.000,Snohomish,WA,Passenger,4584,1777,6361,535649,542010,1.173594583125772587221637977
2020-05-31T00:00:00.000,Ferry,WA,Passenger,5,3,8,4331,4339,0.1843742797879695782438349850
2020-05-31T00:00:00.000,Fort Bend,TX,Passenger,1,0,1,47,48,2.083333333333333333333333333
2020-05-31T00:00:00.000,Grant,WA,Truck,0,0,0,26987,26987,0
2020-05-31T00:00:00.000,Hennepin,MN,Passenger,3,0,3,86,89,3.370786516853932584269662921
